Survey_ID,Survey_Date,Company,Industry,Company_Size_Employees,Respondent_Role,Primary_Product,Primary_Use_Case,Months_Deployed,Licenses_Assigned,NPS_Score,NPS_Category,Verbatim_Comment,Would_Expand,ROI_Realized,Adoption_Rate_Pct
NPS-5374,2024-11-06,Cascade Technology Partners,Technology,890,Individual Contributor,Copilot for Finance,Workflow Automation,18,121,10,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Too Early,88
NPS-5375,2024-09-09,Cascade Technology Partners,Technology,890,Power User,Copilot for Finance,Data Analysis,11,164,10,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Minimal,59
NPS-5376,2024-09-19,Cascade Technology Partners,Technology,890,IT Admin,Copilot Studio,Research & Synthesis,8,32,9,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Significant,63
NPS-5377,2024-09-05,Cascade Technology Partners,Technology,890,Manager,Teams Premium,Presentation Creation,9,61,8,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Yes,Significant,72
NPS-5378,2024-10-21,Cascade Technology Partners,Technology,890,Manager,Copilot Studio,Data Analysis,9,73,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Moderate,86
NPS-5379,2024-11-28,Cascade Technology Partners,Technology,890,Power User,Copilot Studio,Presentation Creation,7,81,7,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Maybe,Moderate,68
NPS-5380,2024-10-04,Cascade Technology Partners,Technology,890,Manager,Copilot Studio,Data Analysis,16,149,8,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Yes,Minimal,49
NPS-5381,2024-10-19,Cascade Technology Partners,Technology,890,Individual Contributor,Copilot for Finance,Data Analysis,8,37,10,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Significant,66
NPS-5382,2024-08-12,Cascade Technology Partners,Technology,890,Director,M365 Copilot,Presentation Creation,9,135,10,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Too Early,77
NPS-5383,2024-12-26,Cascade Technology Partners,Technology,890,IT Admin,Teams Premium,Workflow Automation,10,163,6,Detractor,Too many limitations on what Copilot can access within our information-barrier architecture.,Maybe,Too Early,33
NPS-5384,2024-08-09,Cascade Technology Partners,Technology,890,IT Admin,Teams Premium,Data Analysis,9,49,10,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Significant,86
NPS-5385,2024-10-15,Cascade Technology Partners,Technology,890,IT Admin,Copilot Studio,Research & Synthesis,16,20,7,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Maybe,Too Early,91
NPS-5386,2024-07-11,Cascade Technology Partners,Technology,890,Executive/C-Suite,Copilot for Sales,Workflow Automation,7,59,5,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,No,Too Early,46
NPS-5387,2024-12-05,Cascade Technology Partners,Technology,890,Executive/C-Suite,Copilot for Sales,Data Analysis,12,50,6,Detractor,Performance during peak hours is unacceptable for our trading floor use case. Latency is a deal breaker.,Maybe,Minimal,19
NPS-5388,2024-09-11,Cascade Technology Partners,Technology,890,Power User,Teams Premium,Email Drafting,8,147,10,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Moderate,52
NPS-5389,2024-09-04,Cascade Technology Partners,Technology,890,Manager,Copilot for Sales,Document Analysis,16,61,1,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,No,None,37
NPS-5390,2024-12-21,Cascade Technology Partners,Technology,890,Manager,M365 Copilot,Presentation Creation,9,51,8,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Yes,Too Early,61
NPS-5391,2024-08-05,Cascade Technology Partners,Technology,890,Executive/C-Suite,M365 Copilot,Data Analysis,18,13,7,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Maybe,Minimal,59
NPS-5392,2024-08-18,Cascade Technology Partners,Technology,890,IT Admin,Copilot for Sales,Data Analysis,5,176,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Too Early,63
NPS-5393,2024-09-23,Cascade Technology Partners,Technology,890,IT Admin,Copilot Studio,Data Analysis,13,145,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Minimal,70
NPS-5394,2024-09-06,Cascade Technology Partners,Technology,890,Executive/C-Suite,Copilot for Finance,Presentation Creation,4,12,8,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Yes,Too Early,63
NPS-5395,2024-09-12,Cascade Technology Partners,Technology,890,Power User,Copilot for Sales,Email Drafting,4,60,10,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Too Early,92
NPS-5396,2024-07-09,Cascade Technology Partners,Technology,890,Director,Copilot Studio,Presentation Creation,8,72,10,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Significant,56
NPS-5397,2024-11-19,Cascade Technology Partners,Technology,890,Power User,Teams Premium,Research & Synthesis,17,53,8,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Yes,Moderate,53
NPS-5398,2024-09-22,Cascade Technology Partners,Technology,890,IT Admin,Copilot for Sales,Code Generation,4,62,10,Promoter,Integration with our existing M365 environment was seamless. Adoption was faster than any technology we've rolled out in 5 years.,Yes,Too Early,77
NPS-5399,2024-11-19,Cascade Technology Partners,Technology,890,Manager,Copilot for Sales,Email Drafting,17,24,8,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Yes,Minimal,95
NPS-5400,2024-08-07,Cascade Technology Partners,Technology,890,IT Admin,Teams Premium,Meeting Summaries,17,151,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Too Early,79
NPS-5401,2024-08-03,Cascade Technology Partners,Technology,890,Executive/C-Suite,Copilot for Sales,Research & Synthesis,16,47,10,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Moderate,63
NPS-5402,2024-10-04,Cascade Technology Partners,Technology,890,Manager,M365 Copilot,Code Generation,5,42,9,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Too Early,77
NPS-5403,2024-12-25,Cascade Technology Partners,Technology,890,Director,M365 Copilot,Email Drafting,8,100,9,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Minimal,83
NPS-5404,2024-12-17,Cascade Technology Partners,Technology,890,Power User,Teams Premium,Document Analysis,15,77,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Too Early,61
NPS-5405,2024-08-11,Cascade Technology Partners,Technology,890,Executive/C-Suite,Copilot for Sales,Meeting Summaries,11,149,10,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Moderate,61
NPS-5406,2024-09-18,Cascade Technology Partners,Technology,890,Manager,M365 Copilot,Research & Synthesis,3,93,10,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Too Early,51
NPS-5407,2024-12-07,Cascade Technology Partners,Technology,890,IT Admin,Teams Premium,Meeting Summaries,12,99,8,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Yes,Significant,74
NPS-5408,2024-11-18,Cascade Technology Partners,Technology,890,Manager,Copilot for Finance,Presentation Creation,15,84,8,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Yes,Significant,91
NPS-5409,2024-08-05,Cascade Technology Partners,Technology,890,Manager,M365 Copilot,Code Generation,11,45,6,Detractor,Performance during peak hours is unacceptable for our trading floor use case. Latency is a deal breaker.,Maybe,None,39
NPS-5410,2024-07-05,Cascade Technology Partners,Technology,890,Individual Contributor,Teams Premium,Research & Synthesis,18,166,5,Detractor,Too many limitations on what Copilot can access within our information-barrier architecture.,No,None,28
NPS-5411,2024-09-09,Cascade Technology Partners,Technology,890,Manager,Copilot for Sales,Workflow Automation,18,50,9,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Significant,83
NPS-5412,2024-11-27,Cascade Technology Partners,Technology,890,Director,Copilot for Sales,Meeting Summaries,6,80,6,Detractor,Response quality is inconsistent for compliance-sensitive tasks. We need audit trails before we can fully deploy.,Maybe,None,38
NPS-5413,2024-09-23,Cascade Technology Partners,Technology,890,Manager,Teams Premium,Workflow Automation,4,144,6,Detractor,Onboarding support was inadequate for our scale. We needed a dedicated implementation resource from day one.,Maybe,Minimal,20
NPS-5414,2024-07-26,Cascade Technology Partners,Technology,890,Executive/C-Suite,Copilot for Sales,Code Generation,10,51,8,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Yes,Moderate,50
NPS-5415,2024-10-03,Cascade Technology Partners,Technology,890,Manager,Teams Premium,Workflow Automation,8,46,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Moderate,66
NPS-5416,2024-11-23,Cascade Technology Partners,Technology,890,Individual Contributor,Copilot Studio,Code Generation,12,62,9,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Significant,58
NPS-5417,2024-12-20,Cascade Technology Partners,Technology,890,Power User,Copilot for Finance,Research & Synthesis,14,71,6,Detractor,Response quality is inconsistent for compliance-sensitive tasks. We need audit trails before we can fully deploy.,Maybe,Minimal,51
NPS-5418,2024-10-20,Cascade Technology Partners,Technology,890,Power User,Copilot for Sales,Data Analysis,8,59,7,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Maybe,Minimal,50
NPS-5419,2024-08-24,Cascade Technology Partners,Technology,890,Executive/C-Suite,Copilot Studio,Workflow Automation,12,67,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Significant,51
NPS-5420,2024-10-13,Cascade Technology Partners,Technology,890,Executive/C-Suite,Copilot for Sales,Workflow Automation,16,145,7,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Maybe,Significant,55
NPS-5421,2024-08-09,Cascade Technology Partners,Technology,890,Manager,M365 Copilot,Meeting Summaries,7,43,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Significant,84
NPS-5422,2024-08-11,Cascade Technology Partners,Technology,890,Manager,Copilot Studio,Email Drafting,5,103,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Moderate,66
NPS-5423,2024-12-24,Cascade Technology Partners,Technology,890,Executive/C-Suite,M365 Copilot,Document Analysis,18,170,9,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Significant,84
NPS-5424,2024-09-27,Cascade Technology Partners,Technology,890,Executive/C-Suite,Copilot for Finance,Data Analysis,9,80,9,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Moderate,70
NPS-5425,2024-11-04,Cascade Technology Partners,Technology,890,Director,Teams Premium,Meeting Summaries,3,74,1,Detractor,Performance during peak hours is unacceptable for our trading floor use case. Latency is a deal breaker.,No,Too Early,15
NPS-5426,2024-12-18,Cascade Technology Partners,Technology,890,Manager,M365 Copilot,Code Generation,6,169,6,Detractor,Performance during peak hours is unacceptable for our trading floor use case. Latency is a deal breaker.,Maybe,Too Early,28
NPS-5427,2024-12-27,Cascade Technology Partners,Technology,890,Manager,M365 Copilot,Code Generation,3,144,6,Detractor,The change management burden was significantly underestimated. We need more structured adoption support.,Maybe,Too Early,53
NPS-5428,2024-08-24,Cascade Technology Partners,Technology,890,Manager,Copilot Studio,Workflow Automation,13,171,7,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Maybe,Too Early,68
NPS-5429,2024-11-21,Cascade Technology Partners,Technology,890,Power User,M365 Copilot,Workflow Automation,13,59,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Moderate,68
NPS-5430,2024-12-12,Cascade Technology Partners,Technology,890,Power User,Copilot Studio,Data Analysis,3,81,6,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,Maybe,Too Early,29
NPS-5431,2024-08-06,Cascade Technology Partners,Technology,890,Executive/C-Suite,Copilot for Finance,Email Drafting,17,98,7,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Maybe,Minimal,73
NPS-5432,2024-12-21,Granite Infrastructure Corp,Energy,2100,IT Admin,Teams Premium,Code Generation,8,103,7,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Maybe,Minimal,78
NPS-5433,2024-07-07,Granite Infrastructure Corp,Energy,2100,Director,Teams Premium,Workflow Automation,8,103,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Too Early,60
NPS-5434,2024-07-08,Granite Infrastructure Corp,Energy,2100,Manager,Copilot for Finance,Presentation Creation,14,62,8,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Yes,Moderate,59
NPS-5435,2024-10-05,Granite Infrastructure Corp,Energy,2100,Individual Contributor,M365 Copilot,Code Generation,12,124,2,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,No,Too Early,38
NPS-5436,2024-07-22,Granite Infrastructure Corp,Energy,2100,Director,M365 Copilot,Presentation Creation,6,171,8,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Yes,Minimal,79
NPS-5437,2024-09-19,Granite Infrastructure Corp,Energy,2100,IT Admin,Copilot for Finance,Document Analysis,10,330,7,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Maybe,Significant,85
NPS-5438,2024-10-15,Granite Infrastructure Corp,Energy,2100,Power User,Copilot Studio,Data Analysis,13,213,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Minimal,60
NPS-5439,2024-07-15,Granite Infrastructure Corp,Energy,2100,Power User,Copilot Studio,Research & Synthesis,17,338,0,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,No,None,23
NPS-5440,2024-09-18,Granite Infrastructure Corp,Energy,2100,Manager,Teams Premium,Workflow Automation,16,54,10,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Minimal,91
NPS-5441,2024-10-11,Granite Infrastructure Corp,Energy,2100,IT Admin,Teams Premium,Code Generation,16,114,2,Detractor,The change management burden was significantly underestimated. We need more structured adoption support.,No,None,41
NPS-5442,2024-09-22,Granite Infrastructure Corp,Energy,2100,Director,Copilot for Sales,Workflow Automation,8,252,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Too Early,55
NPS-5443,2024-09-18,Granite Infrastructure Corp,Energy,2100,Manager,M365 Copilot,Email Drafting,13,315,9,Promoter,Integration with our existing M365 environment was seamless. Adoption was faster than any technology we've rolled out in 5 years.,Yes,Moderate,64
NPS-5444,2024-07-17,Granite Infrastructure Corp,Energy,2100,Individual Contributor,Copilot Studio,Email Drafting,17,399,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Significant,63
NPS-5445,2024-09-06,Granite Infrastructure Corp,Energy,2100,Manager,Copilot for Finance,Email Drafting,6,201,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Minimal,75
NPS-5446,2024-08-09,Granite Infrastructure Corp,Energy,2100,Manager,Copilot Studio,Presentation Creation,3,340,7,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Maybe,Minimal,95
NPS-5447,2024-11-07,Granite Infrastructure Corp,Energy,2100,Director,M365 Copilot,Workflow Automation,7,316,9,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Too Early,62
NPS-5448,2024-12-26,Granite Infrastructure Corp,Energy,2100,Director,Copilot Studio,Presentation Creation,11,17,3,Detractor,Too many limitations on what Copilot can access within our information-barrier architecture.,No,None,37
NPS-5449,2024-07-21,Granite Infrastructure Corp,Energy,2100,IT Admin,Copilot for Sales,Email Drafting,7,184,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Minimal,87
NPS-5450,2024-11-21,Granite Infrastructure Corp,Energy,2100,Power User,Copilot Studio,Meeting Summaries,11,98,4,Detractor,Response quality is inconsistent for compliance-sensitive tasks. We need audit trails before we can fully deploy.,No,Too Early,38
NPS-5451,2024-09-18,Granite Infrastructure Corp,Energy,2100,Individual Contributor,Copilot for Finance,Workflow Automation,9,251,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Too Early,93
NPS-5452,2024-10-24,Granite Infrastructure Corp,Energy,2100,Executive/C-Suite,Copilot for Finance,Code Generation,6,313,8,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Yes,Significant,55
NPS-5453,2024-10-12,Granite Infrastructure Corp,Energy,2100,Manager,Copilot for Sales,Email Drafting,8,262,9,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Minimal,63
NPS-5454,2024-12-15,Granite Infrastructure Corp,Energy,2100,Individual Contributor,Copilot for Sales,Code Generation,13,43,8,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Yes,Minimal,85
NPS-5455,2024-12-09,Granite Infrastructure Corp,Energy,2100,Director,Copilot for Finance,Email Drafting,12,144,9,Promoter,Integration with our existing M365 environment was seamless. Adoption was faster than any technology we've rolled out in 5 years.,Yes,Significant,82
NPS-5456,2024-10-22,Granite Infrastructure Corp,Energy,2100,Executive/C-Suite,Copilot for Sales,Meeting Summaries,13,263,2,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,No,None,33
NPS-5457,2024-12-16,Granite Infrastructure Corp,Energy,2100,Director,Copilot for Sales,Data Analysis,3,205,10,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Moderate,72
NPS-5458,2024-08-11,Granite Infrastructure Corp,Energy,2100,IT Admin,Copilot for Finance,Research & Synthesis,7,172,7,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Maybe,Significant,77
NPS-5459,2024-07-27,Granite Infrastructure Corp,Energy,2100,Manager,Teams Premium,Code Generation,16,153,6,Detractor,Response quality is inconsistent for compliance-sensitive tasks. We need audit trails before we can fully deploy.,Maybe,Too Early,32
NPS-5460,2024-10-22,Granite Infrastructure Corp,Energy,2100,Manager,Copilot for Finance,Meeting Summaries,4,176,6,Detractor,Too many limitations on what Copilot can access within our information-barrier architecture.,Maybe,None,44
NPS-5461,2024-10-26,Granite Infrastructure Corp,Energy,2100,IT Admin,Copilot Studio,Meeting Summaries,5,162,9,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Minimal,45
NPS-5462,2024-08-03,Granite Infrastructure Corp,Energy,2100,IT Admin,Copilot Studio,Workflow Automation,14,271,3,Detractor,The change management burden was significantly underestimated. We need more structured adoption support.,No,Minimal,53
NPS-5463,2024-12-24,Granite Infrastructure Corp,Energy,2100,Director,Teams Premium,Document Analysis,9,321,8,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Yes,Significant,87
NPS-5464,2024-10-05,Granite Infrastructure Corp,Energy,2100,Manager,Copilot for Finance,Workflow Automation,16,341,6,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,Maybe,Too Early,26
NPS-5465,2024-10-04,Granite Infrastructure Corp,Energy,2100,Manager,Copilot Studio,Data Analysis,14,253,7,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Maybe,Significant,91
NPS-5466,2024-09-17,Granite Infrastructure Corp,Energy,2100,Executive/C-Suite,Teams Premium,Document Analysis,10,63,7,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Maybe,Moderate,67
NPS-5467,2024-07-17,Granite Infrastructure Corp,Energy,2100,Director,M365 Copilot,Workflow Automation,4,184,8,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Yes,Moderate,59
NPS-5468,2024-08-20,Granite Infrastructure Corp,Energy,2100,IT Admin,M365 Copilot,Research & Synthesis,8,38,7,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Maybe,Minimal,79
NPS-5469,2024-12-10,Granite Infrastructure Corp,Energy,2100,Individual Contributor,Copilot for Sales,Workflow Automation,17,249,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Moderate,73
NPS-5470,2024-07-12,Granite Infrastructure Corp,Energy,2100,Power User,Copilot Studio,Code Generation,11,261,7,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Maybe,Minimal,66
NPS-5471,2024-07-23,Granite Infrastructure Corp,Energy,2100,Manager,Teams Premium,Presentation Creation,8,86,5,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,No,None,48
NPS-5472,2024-08-13,Granite Infrastructure Corp,Energy,2100,Director,Teams Premium,Data Analysis,8,379,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Significant,69
NPS-5473,2024-09-25,Granite Infrastructure Corp,Energy,2100,Manager,M365 Copilot,Research & Synthesis,4,188,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Significant,72
NPS-5474,2024-10-13,Granite Infrastructure Corp,Energy,2100,Executive/C-Suite,Copilot Studio,Email Drafting,7,14,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Moderate,63
NPS-5475,2024-07-02,Granite Infrastructure Corp,Energy,2100,Individual Contributor,Teams Premium,Research & Synthesis,5,61,7,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Maybe,Significant,75
NPS-5476,2024-12-21,Granite Infrastructure Corp,Energy,2100,IT Admin,Copilot Studio,Presentation Creation,12,364,5,Detractor,Onboarding support was inadequate for our scale. We needed a dedicated implementation resource from day one.,No,None,36
NPS-5477,2024-12-13,Granite Infrastructure Corp,Energy,2100,Director,Teams Premium,Meeting Summaries,13,55,9,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Minimal,55
NPS-5478,2024-09-11,Granite Infrastructure Corp,Energy,2100,Power User,Copilot for Finance,Data Analysis,5,200,9,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Too Early,85
NPS-5479,2024-11-25,Granite Infrastructure Corp,Energy,2100,Executive/C-Suite,Teams Premium,Research & Synthesis,17,260,6,Detractor,Too many limitations on what Copilot can access within our information-barrier architecture.,Maybe,Minimal,40
NPS-5480,2024-11-28,Granite Infrastructure Corp,Energy,2100,Director,Copilot for Sales,Workflow Automation,7,123,5,Detractor,Performance during peak hours is unacceptable for our trading floor use case. Latency is a deal breaker.,No,None,29
NPS-5481,2024-12-13,Granite Infrastructure Corp,Energy,2100,Individual Contributor,Teams Premium,Research & Synthesis,11,348,10,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Moderate,52
NPS-5482,2024-12-09,Granite Infrastructure Corp,Energy,2100,Manager,Copilot for Finance,Data Analysis,9,333,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Moderate,54
NPS-5483,2024-12-17,Orion Logistics Group,Logistics,1780,Individual Contributor,Copilot Studio,Data Analysis,11,129,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Significant,63
NPS-5484,2024-10-21,Orion Logistics Group,Logistics,1780,Executive/C-Suite,M365 Copilot,Workflow Automation,12,74,10,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Moderate,46
NPS-5485,2024-12-25,Orion Logistics Group,Logistics,1780,Manager,Copilot Studio,Email Drafting,5,310,7,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Maybe,Significant,57
NPS-5486,2024-12-19,Orion Logistics Group,Logistics,1780,Executive/C-Suite,Copilot Studio,Research & Synthesis,15,308,9,Promoter,Integration with our existing M365 environment was seamless. Adoption was faster than any technology we've rolled out in 5 years.,Yes,Too Early,50
NPS-5487,2024-11-18,Orion Logistics Group,Logistics,1780,Manager,Teams Premium,Document Analysis,13,172,9,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Moderate,88
NPS-5488,2024-11-18,Orion Logistics Group,Logistics,1780,Power User,Copilot for Sales,Meeting Summaries,3,66,8,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Yes,Significant,66
NPS-5489,2024-11-22,Orion Logistics Group,Logistics,1780,Manager,Copilot Studio,Workflow Automation,18,33,7,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Maybe,Significant,55
NPS-5490,2024-09-07,Orion Logistics Group,Logistics,1780,Executive/C-Suite,Teams Premium,Code Generation,13,33,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Significant,50
NPS-5491,2024-09-27,Orion Logistics Group,Logistics,1780,IT Admin,Copilot Studio,Workflow Automation,14,298,7,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Maybe,Too Early,53
NPS-5492,2024-07-13,Orion Logistics Group,Logistics,1780,IT Admin,Copilot for Finance,Document Analysis,14,35,9,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Significant,54
NPS-5493,2024-10-27,Orion Logistics Group,Logistics,1780,Director,Copilot for Finance,Code Generation,3,322,10,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Moderate,55
NPS-5494,2024-11-10,Orion Logistics Group,Logistics,1780,Director,M365 Copilot,Workflow Automation,15,150,9,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Minimal,48
NPS-5495,2024-07-12,Orion Logistics Group,Logistics,1780,Director,Teams Premium,Research & Synthesis,10,353,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Minimal,57
NPS-5496,2024-10-08,Orion Logistics Group,Logistics,1780,Executive/C-Suite,M365 Copilot,Presentation Creation,11,193,10,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Moderate,74
NPS-5497,2024-12-10,Orion Logistics Group,Logistics,1780,Executive/C-Suite,M365 Copilot,Workflow Automation,11,11,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Moderate,81
NPS-5498,2024-10-27,Orion Logistics Group,Logistics,1780,Manager,Teams Premium,Document Analysis,11,224,9,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Significant,59
NPS-5499,2024-09-16,Orion Logistics Group,Logistics,1780,Director,Copilot for Sales,Code Generation,12,19,9,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Minimal,88
