Company_Name,Industry,Company_Size,LinkedIn_URL,Website_URL,HQ_City,HQ_State,Annual_Revenue_Est,Tech_Stack,Current_AI_Tools,Recent_Signal,Copilot_Licenses_Est,Last_Enriched
Cornerstone Management,Legal,501-1000,https://linkedin.com/company/cornerstone-management,https://www.cornerstonemanagemen.com,New York,CA,$10M-$50M,Microsoft 365,Custom LLM,M&A Activity,200-500,2024-12-02
Ironclad Associates,Financial Services,501-1000,https://linkedin.com/company/ironclad-associates,https://www.ironcladassociates.com,Charlotte,MA,$500M-$1B,Microsoft 365,None Known,IPO Filing,0,2024-10-01
Vantage Advisors,Legal,201-500,https://linkedin.com/company/vantage-advisors,https://www.vantageadvisors.com,Los Angeles,TX,$500M-$1B,Microsoft 365 + SAP,Custom LLM,New Product Launch,50-200,2024-10-11
Pacific Consulting,Legal,51-200,https://linkedin.com/company/pacific-consulting,https://www.pacificconsulting.com,Chicago,MA,$50M-$100M,Microsoft 365 + Salesforce,None Known,Digital Transformation Initiative,0,2024-10-09
Cornerstone Solutions,Healthcare,10000+,https://linkedin.com/company/cornerstone-solutions,https://www.cornerstonesolutions.com,Dallas,IL,$500M-$1B,Microsoft 365 + Salesforce,Microsoft Copilot,IPO Filing,50-200,2024-11-08
Vector Advisors,Technology,10000+,https://linkedin.com/company/vector-advisors,https://www.vectoradvisors.com,Los Angeles,IL,$10M-$50M,Microsoft 365 + Salesforce,Microsoft Copilot,Series C Funding,0,2024-12-15
Atlas Management,Consulting,5001-10000,https://linkedin.com/company/atlas-management,https://www.atlasmanagement.com,Chicago,CO,$1B+,Microsoft 365 + Salesforce,Custom LLM,None Detected,200-500,2024-11-08
Beacon Resources,Real Estate,10000+,https://linkedin.com/company/beacon-resources,https://www.beaconresources.com,Chicago,IL,$100M-$500M,Mixed/Legacy,ChatGPT,M&A Activity,50-200,2024-12-08
Bluestone Solutions,Legal,501-1000,https://linkedin.com/company/bluestone-solutions,https://www.bluestonesolutions.com,Chicago,NY,$50M-$100M,Microsoft 365 + SAP,Microsoft Copilot,None Detected,0,2024-12-02
Vector Consulting,Real Estate,201-500,https://linkedin.com/company/vector-consulting,https://www.vectorconsulting.com,Charlotte,CA,$500M-$1B,Microsoft 365 + SAP,None Known,Digital Transformation Initiative,50-200,2024-10-15
Vector Resources,Energy,1001-5000,https://linkedin.com/company/vector-resources,https://www.vectorresources.com,New York,CA,$50M-$100M,Microsoft 365,Microsoft Copilot,Expansion Announcement,500+,2024-10-18
Keystone Resources,Real Estate,51-200,https://linkedin.com/company/keystone-resources,https://www.keystoneresources.com,Los Angeles,NC,$1B+,Microsoft 365 + Salesforce,Multiple AI Tools,IPO Filing,0,2024-12-04
Pinnacle Group,Legal,5001-10000,https://linkedin.com/company/pinnacle-group,https://www.pinnaclegroup.com,Seattle,WA,$500M-$1B,Microsoft 365 + SAP,ChatGPT,Digital Transformation Initiative,<50,2024-10-18
Atlas Group,Consulting,5001-10000,https://linkedin.com/company/atlas-group,https://www.atlasgroup.com,New York,CA,$500M-$1B,Microsoft 365 + SAP,ChatGPT,Digital Transformation Initiative,500+,2024-11-25
Cascade Technologies,Energy,5001-10000,https://linkedin.com/company/cascade-technologies,https://www.cascadetechnologies.com,Denver,CO,$100M-$500M,Microsoft 365 + SAP,None Known,M&A Activity,<50,2024-10-19
Vantage Corp,Manufacturing,501-1000,https://linkedin.com/company/vantage-corp,https://www.vantagecorp.com,New York,TX,$10M-$50M,Mixed/Legacy,Multiple AI Tools,Series C Funding,0,2024-10-11
Cornerstone LLC,Financial Services,201-500,https://linkedin.com/company/cornerstone-llc,https://www.cornerstonellc.com,Dallas,CO,$500M-$1B,Microsoft 365,ChatGPT,New Product Launch,200-500,2024-12-18
Northbridge Solutions,Energy,1001-5000,https://linkedin.com/company/northbridge-solutions,https://www.northbridgesolutions.com,New York,CA,$10M-$50M,Mixed/Legacy,Custom LLM,Hiring Surge,50-200,2024-10-03
Summit Partners,Manufacturing,5001-10000,https://linkedin.com/company/summit-partners,https://www.summitpartners.com,Denver,WA,$50M-$100M,Google Workspace,Microsoft Copilot,Leadership Change,500+,2024-10-14
Sterling Management,Manufacturing,51-200,https://linkedin.com/company/sterling-management,https://www.sterlingmanagement.com,Seattle,NY,$50M-$100M,Google Workspace,ChatGPT,M&A Activity,0,2024-12-03
Harbor Management,Consulting,201-500,https://linkedin.com/company/harbor-management,https://www.harbormanagement.com,Los Angeles,GA,$50M-$100M,Mixed/Legacy,Custom LLM,Series C Funding,0,2024-10-25
Orion Enterprises,Manufacturing,10000+,https://linkedin.com/company/orion-enterprises,https://www.orionenterprises.com,New York,NY,$1B+,Microsoft 365 + SAP,Multiple AI Tools,Series C Funding,0,2024-10-15
Granite Advisors,Energy,10000+,https://linkedin.com/company/granite-advisors,https://www.graniteadvisors.com,San Francisco,CO,$10M-$50M,Microsoft 365 + Salesforce,Multiple AI Tools,Leadership Change,0,2024-10-03
Granite Consulting,Healthcare,201-500,https://linkedin.com/company/granite-consulting,https://www.graniteconsulting.com,Los Angeles,CO,$1B+,Google Workspace,Microsoft Copilot,IPO Filing,500+,2024-11-06
Apex Management,Consulting,201-500,https://linkedin.com/company/apex-management,https://www.apexmanagement.com,New York,NC,$50M-$100M,Microsoft 365,Multiple AI Tools,Expansion Announcement,200-500,2024-10-18
Ironclad International,Retail,1001-5000,https://linkedin.com/company/ironclad-international,https://www.ironcladinternationa.com,Chicago,CO,$10M-$50M,Mixed/Legacy,None Known,Series C Funding,0,2024-10-20
Eastwick Consulting,Consulting,1001-5000,https://linkedin.com/company/eastwick-consulting,https://www.eastwickconsulting.com,New York,CA,$100M-$500M,Microsoft 365 + SAP,Multiple AI Tools,M&A Activity,0,2024-11-16
Northbridge Resources,Legal,51-200,https://linkedin.com/company/northbridge-resources,https://www.northbridgeresources.com,New York,MA,$10M-$50M,Microsoft 365 + Salesforce,Custom LLM,Expansion Announcement,200-500,2024-12-27
Cascade Consulting,Manufacturing,501-1000,https://linkedin.com/company/cascade-consulting,https://www.cascadeconsulting.com,San Francisco,CA,$500M-$1B,Microsoft 365 + Salesforce,None Known,Hiring Surge,0,2024-12-07
Keystone Corp,Manufacturing,501-1000,https://linkedin.com/company/keystone-corp,https://www.keystonecorp.com,San Francisco,CO,$10M-$50M,Microsoft 365,ChatGPT,Hiring Surge,0,2024-11-07
Horizon Group,Healthcare,501-1000,https://linkedin.com/company/horizon-group,https://www.horizongroup.com,Seattle,CO,$1B+,Microsoft 365,Multiple AI Tools,Hiring Surge,50-200,2024-10-17
Cornerstone Partners,Energy,5001-10000,https://linkedin.com/company/cornerstone-partners,https://www.cornerstonepartners.com,Denver,NC,$100M-$500M,Microsoft 365 + SAP,Microsoft Copilot,Digital Transformation Initiative,0,2024-12-10
Sterling Corp,Real Estate,501-1000,https://linkedin.com/company/sterling-corp,https://www.sterlingcorp.com,Dallas,WA,$500M-$1B,Microsoft 365 + SAP,ChatGPT,Leadership Change,0,2024-12-28
Titan Enterprises,Manufacturing,501-1000,https://linkedin.com/company/titan-enterprises,https://www.titanenterprises.com,Atlanta,IL,$50M-$100M,Microsoft 365 + Salesforce,None Known,Hiring Surge,0,2024-11-27
Ironclad Resources,Technology,501-1000,https://linkedin.com/company/ironclad-resources,https://www.ironcladresources.com,San Francisco,MA,$500M-$1B,Microsoft 365 + Salesforce,ChatGPT,Expansion Announcement,0,2024-10-11
Ridgeline Services,Legal,501-1000,https://linkedin.com/company/ridgeline-services,https://www.ridgelineservices.com,New York,TX,$100M-$500M,Microsoft 365 + SAP,Custom LLM,Digital Transformation Initiative,0,2024-12-01
Fortress Consulting,Legal,1001-5000,https://linkedin.com/company/fortress-consulting,https://www.fortressconsulting.com,Boston,CO,$10M-$50M,Microsoft 365,ChatGPT,New Product Launch,0,2024-10-06
Westfield Resources,Retail,51-200,https://linkedin.com/company/westfield-resources,https://www.westfieldresources.com,New York,NC,$10M-$50M,Mixed/Legacy,ChatGPT,Series C Funding,200-500,2024-10-08
Granite Resources,Manufacturing,10000+,https://linkedin.com/company/granite-resources,https://www.graniteresources.com,Dallas,WA,$500M-$1B,Microsoft 365 + Salesforce,ChatGPT,New Product Launch,<50,2024-10-01
Cornerstone Associates,Energy,10000+,https://linkedin.com/company/cornerstone-associates,https://www.cornerstoneassociate.com,Dallas,NY,$10M-$50M,Mixed/Legacy,None Known,New Product Launch,<50,2024-12-08
Nexus Partners,Retail,5001-10000,https://linkedin.com/company/nexus-partners,https://www.nexuspartners.com,New York,NC,$1B+,Mixed/Legacy,Multiple AI Tools,Hiring Surge,500+,2024-11-13
Beacon Ventures,Manufacturing,201-500,https://linkedin.com/company/beacon-ventures,https://www.beaconventures.com,Boston,CO,$500M-$1B,Microsoft 365 + SAP,Microsoft Copilot,Series C Funding,50-200,2024-12-19
Fortress Global,Retail,10000+,https://linkedin.com/company/fortress-global,https://www.fortressglobal.com,Atlanta,CA,$500M-$1B,Microsoft 365 + Salesforce,ChatGPT,Digital Transformation Initiative,<50,2024-11-22
Granite Capital,Technology,5001-10000,https://linkedin.com/company/granite-capital,https://www.granitecapital.com,Dallas,TX,$50M-$100M,Microsoft 365,None Known,None Detected,0,2024-11-05
Apex Holdings,Real Estate,1001-5000,https://linkedin.com/company/apex-holdings,https://www.apexholdings.com,Boston,GA,$500M-$1B,Microsoft 365,Multiple AI Tools,Leadership Change,0,2024-11-05
Bluestone Associates,Retail,51-200,https://linkedin.com/company/bluestone-associates,https://www.bluestoneassociates.com,Seattle,TX,$500M-$1B,Mixed/Legacy,Microsoft Copilot,Leadership Change,0,2024-10-04
Vector Systems,Technology,201-500,https://linkedin.com/company/vector-systems,https://www.vectorsystems.com,Dallas,CA,$100M-$500M,Mixed/Legacy,None Known,Digital Transformation Initiative,0,2024-12-01
Northbridge Network,Manufacturing,51-200,https://linkedin.com/company/northbridge-network,https://www.northbridgenetwork.com,Seattle,CO,$10M-$50M,Microsoft 365,Multiple AI Tools,New Product Launch,500+,2024-10-01
Cornerstone Advisors,Retail,501-1000,https://linkedin.com/company/cornerstone-advisors,https://www.cornerstoneadvisors.com,Seattle,CA,$1B+,Microsoft 365 + Salesforce,None Known,Hiring Surge,<50,2024-12-04
Meridian Ventures,Technology,1001-5000,https://linkedin.com/company/meridian-ventures,https://www.meridianventures.com,Charlotte,CA,$50M-$100M,Microsoft 365 + Salesforce,None Known,M&A Activity,200-500,2024-11-02
Nexus Technologies,Retail,1001-5000,https://linkedin.com/company/nexus-technologies,https://www.nexustechnologies.com,Chicago,NY,$1B+,Microsoft 365 + SAP,Custom LLM,Series C Funding,<50,2024-10-10
Archway International,Retail,10000+,https://linkedin.com/company/archway-international,https://www.archwayinternational.com,New York,NY,$50M-$100M,Microsoft 365 + SAP,Custom LLM,Expansion Announcement,200-500,2024-12-14
Ridgeline Solutions,Healthcare,1001-5000,https://linkedin.com/company/ridgeline-solutions,https://www.ridgelinesolutions.com,Seattle,IL,$1B+,Microsoft 365 + SAP,Multiple AI Tools,Hiring Surge,200-500,2024-10-28
Cascade Capital,Technology,51-200,https://linkedin.com/company/cascade-capital,https://www.cascadecapital.com,Seattle,CO,$1B+,Microsoft 365,None Known,Series C Funding,200-500,2024-12-09
Archway Systems,Financial Services,10000+,https://linkedin.com/company/archway-systems,https://www.archwaysystems.com,New York,MA,$10M-$50M,Google Workspace,None Known,M&A Activity,0,2024-12-25
Titan International,Logistics,1001-5000,https://linkedin.com/company/titan-international,https://www.titaninternational.com,Seattle,IL,$10M-$50M,Microsoft 365 + Salesforce,Multiple AI Tools,Leadership Change,0,2024-12-25
Pinnacle Resources,Financial Services,501-1000,https://linkedin.com/company/pinnacle-resources,https://www.pinnacleresources.com,Los Angeles,WA,$100M-$500M,Microsoft 365 + Salesforce,Multiple AI Tools,M&A Activity,0,2024-11-04
Ridgeline Group,Real Estate,51-200,https://linkedin.com/company/ridgeline-group,https://www.ridgelinegroup.com,Boston,CA,$50M-$100M,Microsoft 365,None Known,Leadership Change,0,2024-12-16
Ridgeline Holdings,Retail,201-500,https://linkedin.com/company/ridgeline-holdings,https://www.ridgelineholdings.com,Dallas,CA,$100M-$500M,Google Workspace,Multiple AI Tools,Hiring Surge,<50,2024-11-12
Sterling Services,Energy,501-1000,https://linkedin.com/company/sterling-services,https://www.sterlingservices.com,Dallas,GA,$500M-$1B,Mixed/Legacy,None Known,M&A Activity,200-500,2024-12-10
Titan Technologies,Retail,5001-10000,https://linkedin.com/company/titan-technologies,https://www.titantechnologies.com,Dallas,CO,$50M-$100M,Microsoft 365 + Salesforce,Microsoft Copilot,Expansion Announcement,<50,2024-12-20
Granite Solutions,Real Estate,1001-5000,https://linkedin.com/company/granite-solutions,https://www.granitesolutions.com,Dallas,NC,$100M-$500M,Microsoft 365,None Known,Expansion Announcement,200-500,2024-12-22
Eastwick Corp,Logistics,1001-5000,https://linkedin.com/company/eastwick-corp,https://www.eastwickcorp.com,Denver,NC,$500M-$1B,Google Workspace,ChatGPT,New Product Launch,0,2024-10-20
Nexus International,Logistics,201-500,https://linkedin.com/company/nexus-international,https://www.nexusinternational.com,Los Angeles,CA,$1B+,Google Workspace,Custom LLM,Expansion Announcement,0,2024-11-12
Westfield Global,Retail,201-500,https://linkedin.com/company/westfield-global,https://www.westfieldglobal.com,San Francisco,CO,$10M-$50M,Microsoft 365,ChatGPT,Hiring Surge,50-200,2024-10-06
Harbor Resources,Retail,10000+,https://linkedin.com/company/harbor-resources,https://www.harborresources.com,Boston,NC,$1B+,Google Workspace,ChatGPT,M&A Activity,50-200,2024-11-09
Vantage Systems,Healthcare,51-200,https://linkedin.com/company/vantage-systems,https://www.vantagesystems.com,Boston,CA,$1B+,Mixed/Legacy,Microsoft Copilot,Hiring Surge,200-500,2024-11-23
Clearwater Technologies,Energy,201-500,https://linkedin.com/company/clearwater-technologies,https://www.clearwatertechnologi.com,Chicago,CO,$1B+,Google Workspace,None Known,Digital Transformation Initiative,0,2024-11-05
Pacific Enterprises,Financial Services,10000+,https://linkedin.com/company/pacific-enterprises,https://www.pacificenterprises.com,Boston,CA,$500M-$1B,Microsoft 365,ChatGPT,Hiring Surge,0,2024-12-14
Ridgeline International,Healthcare,201-500,https://linkedin.com/company/ridgeline-international,https://www.ridgelineinternation.com,Denver,WA,$10M-$50M,Microsoft 365 + SAP,None Known,Leadership Change,0,2024-10-07
Horizon Capital,Real Estate,10000+,https://linkedin.com/company/horizon-capital,https://www.horizoncapital.com,Seattle,CA,$1B+,Microsoft 365 + SAP,None Known,M&A Activity,<50,2024-12-09
Northbridge Technologies,Financial Services,201-500,https://linkedin.com/company/northbridge-technologies,https://www.northbridgetechnolog.com,Seattle,IL,$50M-$100M,Google Workspace,None Known,Hiring Surge,0,2024-12-21
Ridgeline Global,Retail,5001-10000,https://linkedin.com/company/ridgeline-global,https://www.ridgelineglobal.com,Dallas,WA,$10M-$50M,Microsoft 365 + SAP,Custom LLM,Series C Funding,0,2024-12-02
Vector Partners,Energy,1001-5000,https://linkedin.com/company/vector-partners,https://www.vectorpartners.com,Chicago,CA,$500M-$1B,Microsoft 365 + Salesforce,Custom LLM,IPO Filing,<50,2024-12-14
Crestview Global,Energy,51-200,https://linkedin.com/company/crestview-global,https://www.crestviewglobal.com,Boston,GA,$100M-$500M,Google Workspace,Multiple AI Tools,Expansion Announcement,<50,2024-10-12
Apex Technologies,Energy,10000+,https://linkedin.com/company/apex-technologies,https://www.apextechnologies.com,San Francisco,NY,$50M-$100M,Microsoft 365 + Salesforce,None Known,Leadership Change,0,2024-12-22
Crestview Advisors,Manufacturing,5001-10000,https://linkedin.com/company/crestview-advisors,https://www.crestviewadvisors.com,Los Angeles,CA,$50M-$100M,Mixed/Legacy,ChatGPT,Expansion Announcement,<50,2024-12-24
Cascade LLC,Consulting,1001-5000,https://linkedin.com/company/cascade-llc,https://www.cascadellc.com,Dallas,NC,$1B+,Mixed/Legacy,ChatGPT,New Product Launch,0,2024-12-27
Keystone International,Legal,1001-5000,https://linkedin.com/company/keystone-international,https://www.keystoneinternationa.com,Chicago,MA,$100M-$500M,Microsoft 365,None Known,Leadership Change,0,2024-12-09
Ironclad Partners,Real Estate,1001-5000,https://linkedin.com/company/ironclad-partners,https://www.ironcladpartners.com,Seattle,CO,$50M-$100M,Microsoft 365 + Salesforce,None Known,Leadership Change,0,2024-12-17
Cascade Advisors,Manufacturing,10000+,https://linkedin.com/company/cascade-advisors,https://www.cascadeadvisors.com,Seattle,MA,$1B+,Microsoft 365 + SAP,ChatGPT,IPO Filing,500+,2024-10-03
Beacon Capital,Consulting,5001-10000,https://linkedin.com/company/beacon-capital,https://www.beaconcapital.com,Chicago,NC,$1B+,Microsoft 365,Microsoft Copilot,New Product Launch,200-500,2024-12-02
Pacific International,Manufacturing,201-500,https://linkedin.com/company/pacific-international,https://www.pacificinternational.com,Dallas,CA,$500M-$1B,Google Workspace,ChatGPT,Leadership Change,50-200,2024-11-13
Northbridge Services,Financial Services,501-1000,https://linkedin.com/company/northbridge-services,https://www.northbridgeservices.com,Denver,MA,$500M-$1B,Microsoft 365 + Salesforce,None Known,New Product Launch,0,2024-10-26
Granite Network,Real Estate,10000+,https://linkedin.com/company/granite-network,https://www.granitenetwork.com,Atlanta,CA,$10M-$50M,Microsoft 365 + SAP,Custom LLM,Digital Transformation Initiative,<50,2024-12-01
Titan Solutions,Consulting,1001-5000,https://linkedin.com/company/titan-solutions,https://www.titansolutions.com,New York,WA,$50M-$100M,Microsoft 365 + SAP,Microsoft Copilot,Hiring Surge,<50,2024-12-17
Northbridge Capital,Healthcare,501-1000,https://linkedin.com/company/northbridge-capital,https://www.northbridgecapital.com,Atlanta,CA,$500M-$1B,Google Workspace,ChatGPT,New Product Launch,200-500,2024-10-10
Meridian Associates,Retail,5001-10000,https://linkedin.com/company/meridian-associates,https://www.meridianassociates.com,Charlotte,GA,$10M-$50M,Microsoft 365,ChatGPT,Hiring Surge,500+,2024-11-19
Eastwick Network,Manufacturing,1001-5000,https://linkedin.com/company/eastwick-network,https://www.eastwicknetwork.com,Los Angeles,IL,$50M-$100M,Microsoft 365 + Salesforce,Microsoft Copilot,Leadership Change,0,2024-11-14
Ironclad Advisors,Legal,5001-10000,https://linkedin.com/company/ironclad-advisors,https://www.ironcladadvisors.com,Seattle,CA,$10M-$50M,Google Workspace,Microsoft Copilot,Leadership Change,200-500,2024-11-25
