Ticket_ID,Created_Date,Resolved_Date,Resolution_Hours,Company,Department,Product,Issue_Type,Priority,Status,Issue_Summary,Resolution_Notes,CSAT_Score,Escalated,Reopened,Agent_ID
TKT-10345,2024-09-02,2024-09-02 00:00,5,Apex Global Partners,Executive,Copilot Chat,Login/Access,P2-High,Closed,SSO integration failing for Azure AD federated users after tenant policy update,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,5,No,No,AGT-109
TKT-10346,2024-08-01,2024-08-02 00:00,31,Fortress Consulting,Operations,Outlook Copilot,Feature Request,P4-Low,Resolved,Request for Copilot usage heatmap by department for quarterly business review,Added to product roadmap Q2 2025; customer success team to provide ETA confirmation,4,No,No,AGT-106
TKT-10347,2024-09-05,2024-09-05 00:00,19,Cornerstone Dynamics,HR,Excel Copilot,Compliance,P3-Medium,Resolved,Data residency policy not enforced - EU tenant data routed through US datacenter,Configuration corrected; data residency verified; compliance team signed off; incident documented for SOC2 review,4,No,No,AGT-119
TKT-10348,2024-09-07,,,Apex Global Partners,Legal,Excel Copilot,Integration,P4-Low,Open,Salesforce CRM connector not passing deal context to Copilot prompts,Under investigation,,No,Yes,AGT-116
TKT-10349,2024-08-27,,,Fortress Consulting,Executive,Copilot Chat,Data Export,P3-Medium,Open,CSV export of AI-generated reports truncating fields over 32k characters,Under investigation,,No,No,AGT-114
TKT-10350,2024-10-28,,,Vantage Capital LLC,HR,Excel Copilot,Bug Report,P4-Low,In Progress,Meeting recap incorrectly attributing speaker turns in multi-language calls,Under investigation,,No,No,AGT-113
TKT-10351,2024-11-21,,,Fortress Consulting,Legal,Teams Premium,API Error,P2-High,Open,Plugin manifest validation errors blocking custom Copilot extension deployment,Under investigation,,Yes,No,AGT-110
TKT-10352,2024-09-22,2024-09-23 00:00,43,Cornerstone Dynamics,HR,Outlook Copilot,Performance,P3-Medium,Resolved,Teams meeting transcription processing queue backed up 2+ hours,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,4,No,No,AGT-108
TKT-10353,2024-09-20,,,Fortress Consulting,Operations,Outlook Copilot,Login/Access,P4-Low,In Progress,SSO integration failing for Azure AD federated users after tenant policy update,Under investigation,,No,No,AGT-110
TKT-10354,2024-07-10,2024-07-13 00:00,72,Vantage Capital LLC,Operations,Outlook Copilot,Billing,P4-Low,Resolved,Monthly usage overage charge on account despite license pool not exhausted,Billing team issued corrected invoice; credit applied to next billing cycle; account reconciled,5,No,No,AGT-112
TKT-10355,2024-11-20,2024-11-21 00:00,31,Apex Global Partners,Executive,Outlook Copilot,Training,P3-Medium,Resolved,Request for admin-led prompt engineering workshop for Finance team leads,Custom training package scheduled; dedicated CSM assigned; delivery timeline confirmed,4,No,No,AGT-118
TKT-10356,2024-08-26,2024-08-30 00:00,114,Cornerstone Dynamics,Legal,Copilot Chat,Data Export,P4-Low,Resolved,CSV export of AI-generated reports truncating fields over 32k characters,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,4,No,No,AGT-112
TKT-10357,2024-10-29,,,Vantage Capital LLC,Executive,Copilot Chat,Billing,P3-Medium,In Progress,Usage-based billing discrepancy between admin portal and invoice line items,Under investigation,,No,No,AGT-120
TKT-10358,2024-12-22,,,Apex Global Partners,Sales,Copilot Chat,Performance,P3-Medium,Open,Teams meeting transcription processing queue backed up 2+ hours,Under investigation,,No,No,AGT-102
TKT-10359,2024-11-23,2024-11-23 00:00,18,Apex Global Partners,HR,Word Copilot,Data Export,P2-High,Resolved,CSV export of AI-generated reports truncating fields over 32k characters,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,5,Yes,No,AGT-103
TKT-10360,2024-07-15,2024-07-15 00:00,8,Apex Global Partners,HR,Outlook Copilot,Compliance,P3-Medium,Closed,Audit log gaps in Copilot interaction history during December maintenance window,Configuration corrected; data residency verified; compliance team signed off; incident documented for SOC2 review,4,No,No,AGT-119
TKT-10361,2024-10-20,2024-10-22 00:00,62,Meridian Financial Group,Finance,PowerPoint Copilot,Data Export,P3-Medium,Closed,Power BI connector not surfacing Copilot usage analytics for governance team,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,5,No,No,AGT-101
TKT-10362,2024-11-13,2024-11-14 00:00,32,Cornerstone Dynamics,IT,Teams Premium,Login/Access,P3-Medium,Resolved,SSO integration failing for Azure AD federated users after tenant policy update,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,5,No,No,AGT-108
TKT-10363,2024-11-28,2024-11-29 00:00,47,Meridian Financial Group,Operations,PowerPoint Copilot,Feature Request,P3-Medium,Resolved,Request to add custom prompt templates at tenant level for all users,Added to product roadmap Q2 2025; customer success team to provide ETA confirmation,5,No,No,AGT-110
TKT-10364,2024-10-20,2024-10-22 00:00,58,Fortress Consulting,Sales,Teams Premium,Compliance,P4-Low,Resolved,DLP policy not triggering when Copilot suggests including sensitive financial data,Configuration corrected; data residency verified; compliance team signed off; incident documented for SOC2 review,4,No,No,AGT-106
TKT-10365,2024-08-24,2024-08-24 00:00,7,Apex Global Partners,Legal,Excel Copilot,Bug Report,P1-Critical,Resolved,Meeting recap incorrectly attributing speaker turns in multi-language calls,Root cause identified in build 24.11.2; patch released; regression testing complete,4,No,Yes,AGT-112
TKT-10366,2024-12-07,,,Cornerstone Dynamics,Executive,PowerPoint Copilot,Login/Access,P3-Medium,Open,SSO integration failing for Azure AD federated users after tenant policy update,Under investigation,,No,Yes,AGT-101
TKT-10367,2024-08-01,2024-08-02 00:00,40,Vantage Capital LLC,Operations,Word Copilot,Login/Access,P3-Medium,Closed,MFA bypass not working for service accounts in Production environment,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,4,No,Yes,AGT-110
TKT-10368,2024-12-03,2024-12-04 00:00,25,Fortress Consulting,HR,PowerPoint Copilot,Bug Report,P3-Medium,Closed,Copilot in Teams meeting generating duplicate action items for recurring calls,Root cause identified in build 24.11.2; patch released; regression testing complete,4,No,No,AGT-104
TKT-10369,2024-12-03,2024-12-03 00:00,10,Meridian Financial Group,Operations,Excel Copilot,Billing,P2-High,Resolved,Usage-based billing discrepancy between admin portal and invoice line items,Billing team issued corrected invoice; credit applied to next billing cycle; account reconciled,5,No,No,AGT-114
TKT-10370,2024-12-24,2024-12-24 00:00,19,Fortress Consulting,Operations,Excel Copilot,Billing,P2-High,Resolved,Monthly usage overage charge on account despite license pool not exhausted,Billing team issued corrected invoice; credit applied to next billing cycle; account reconciled,1,Yes,Yes,AGT-104
TKT-10371,2024-07-20,2024-07-20 00:00,20,Apex Global Partners,IT,PowerPoint Copilot,API Error,P3-Medium,Resolved,Webhook payload for Copilot events missing required fields per new schema version,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,4,No,No,AGT-109
TKT-10372,2024-09-13,,,Apex Global Partners,Executive,Copilot Chat,Compliance,P2-High,In Progress,Audit log gaps in Copilot interaction history during December maintenance window,Under investigation,,Yes,No,AGT-104
TKT-10373,2024-12-17,2024-12-19 00:00,67,Meridian Financial Group,IT,Excel Copilot,Performance,P4-Low,Resolved,Teams meeting transcription processing queue backed up 2+ hours,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,5,No,No,AGT-109
TKT-10374,2024-10-11,2024-10-13 00:00,59,Cornerstone Dynamics,Finance,Copilot Chat,Performance,P3-Medium,Closed,Teams meeting transcription processing queue backed up 2+ hours,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,5,No,No,AGT-114
TKT-10375,2024-07-27,,,Meridian Financial Group,Executive,Excel Copilot,Data Export,P2-High,Open,Power BI connector not surfacing Copilot usage analytics for governance team,Under investigation,,Yes,No,AGT-115
TKT-10376,2024-12-23,2024-12-24 00:00,24,Cornerstone Dynamics,Sales,Copilot Chat,Data Export,P3-Medium,Closed,Power BI connector not surfacing Copilot usage analytics for governance team,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,3,No,No,AGT-115
TKT-10377,2024-12-21,,,Cornerstone Dynamics,IT,Outlook Copilot,Login/Access,P2-High,In Progress,Service principal permissions insufficient for Copilot Graph API calls,Under investigation,,Yes,No,AGT-108
TKT-10378,2024-12-17,2024-12-18 00:00,39,Fortress Consulting,IT,Word Copilot,Feature Request,P3-Medium,Closed,Request for Copilot usage heatmap by department for quarterly business review,Added to product roadmap Q2 2025; customer success team to provide ETA confirmation,5,No,No,AGT-105
TKT-10379,2024-12-12,,,Fortress Consulting,IT,Copilot Chat,Training,P4-Low,Open,Onboarding documentation out of date - reflects pre-GA feature set,Under investigation,,No,No,AGT-106
TKT-10380,2024-09-10,,,Cornerstone Dynamics,Finance,Teams Premium,Performance,P4-Low,Open,Large document summarization timing out on files over 50MB,Under investigation,,No,No,AGT-113
TKT-10381,2024-11-24,2024-11-29 00:00,138,Meridian Financial Group,Operations,Word Copilot,Bug Report,P4-Low,Resolved,Copilot Chat losing conversation context after 45-minute idle period,Root cause identified in build 24.11.2; patch released; regression testing complete,4,No,Yes,AGT-116
TKT-10382,2024-11-18,2024-11-18 00:00,4,Vantage Capital LLC,IT,PowerPoint Copilot,Login/Access,P2-High,Resolved,Service principal permissions insufficient for Copilot Graph API calls,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,5,No,No,AGT-117
TKT-10383,2024-07-14,2024-07-14 00:00,11,Vantage Capital LLC,HR,Teams Premium,Training,P2-High,Closed,Request to set up internal Center of Excellence with certified prompt library,Custom training package scheduled; dedicated CSM assigned; delivery timeline confirmed,5,No,No,AGT-120
TKT-10384,2024-07-30,,,Cornerstone Dynamics,Legal,Word Copilot,Compliance,P4-Low,In Progress,Copilot responses referencing documents outside user information barrier group,Under investigation,,No,Yes,AGT-111
TKT-10385,2024-10-04,2024-10-06 00:00,51,Cornerstone Dynamics,Sales,PowerPoint Copilot,Feature Request,P4-Low,Resolved,Need bulk prompt assignment capability for onboarding new business unit (200 users),Added to product roadmap Q2 2025; customer success team to provide ETA confirmation,4,No,No,AGT-104
TKT-10386,2024-08-25,2024-08-27 00:00,66,Apex Global Partners,IT,Word Copilot,Billing,P3-Medium,Resolved,Seat reallocation after M&A not reflected in current billing cycle,Billing team issued corrected invoice; credit applied to next billing cycle; account reconciled,3,No,No,AGT-102
TKT-10387,2024-11-28,2024-11-28 00:00,20,Vantage Capital LLC,Operations,Outlook Copilot,API Error,P2-High,Resolved,REST API call to Copilot summarization endpoint returning 503 intermittently,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,1,Yes,Yes,AGT-118
TKT-10388,2024-12-25,,,Vantage Capital LLC,Sales,Excel Copilot,Bug Report,P4-Low,In Progress,Word Copilot rewrite function stripping tracked changes without user confirmation,Under investigation,,No,Yes,AGT-113
TKT-10389,2024-10-16,2024-10-17 00:00,39,Cornerstone Dynamics,Sales,Word Copilot,API Error,P3-Medium,Resolved,REST API call to Copilot summarization endpoint returning 503 intermittently,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,5,No,No,AGT-115
TKT-10390,2024-11-09,,,Fortress Consulting,Legal,Outlook Copilot,Data Export,P2-High,In Progress,Bulk export of meeting recaps timing out for calls over 90 minutes,Under investigation,,Yes,No,AGT-118
TKT-10391,2024-12-23,,,Fortress Consulting,Legal,Teams Premium,Integration,P2-High,In Progress,ServiceNow ticket data not accessible in Copilot Chat despite permissions granted,Under investigation,,Yes,No,AGT-117
TKT-10392,2024-09-29,,,Cornerstone Dynamics,Legal,Copilot Chat,Training,P3-Medium,Open,Need recorded training sessions for async delivery to global workforce,Under investigation,,No,No,AGT-118
TKT-10393,2024-11-11,2024-11-13 00:00,51,Vantage Capital LLC,Executive,Copilot Chat,Billing,P4-Low,Resolved,Enterprise agreement discount not applied to Q4 renewal invoice,Billing team issued corrected invoice; credit applied to next billing cycle; account reconciled,3,No,Yes,AGT-107
TKT-10394,2024-09-03,2024-09-05 00:00,61,Apex Global Partners,HR,Outlook Copilot,Billing,P4-Low,Resolved,Seat reallocation after M&A not reflected in current billing cycle,Billing team issued corrected invoice; credit applied to next billing cycle; account reconciled,4,No,No,AGT-102
TKT-10395,2024-11-21,,,Meridian Financial Group,Sales,Outlook Copilot,Feature Request,P4-Low,In Progress,Need multilingual support for Copilot prompts in Japanese and German,Under investigation,,No,No,AGT-108
TKT-10396,2024-07-13,2024-07-18 00:00,121,Cornerstone Dynamics,Legal,Outlook Copilot,Training,P4-Low,Closed,Onboarding documentation out of date - reflects pre-GA feature set,Custom training package scheduled; dedicated CSM assigned; delivery timeline confirmed,5,No,No,AGT-118
TKT-10397,2024-10-22,2024-10-22 00:00,8,Cornerstone Dynamics,Finance,PowerPoint Copilot,Login/Access,P1-Critical,Resolved,SAML token expiry causing session drops for users in APAC region,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,5,No,No,AGT-120
TKT-10398,2024-08-15,2024-08-16 00:00,43,Apex Global Partners,HR,Word Copilot,Integration,P4-Low,Resolved,ServiceNow ticket data not accessible in Copilot Chat despite permissions granted,Connector configuration corrected; service principal permissions updated; integration re-tested and validated,5,No,Yes,AGT-113
TKT-10399,2024-08-11,2024-08-12 00:00,40,Fortress Consulting,HR,Excel Copilot,Login/Access,P3-Medium,Resolved,SAML token expiry causing session drops for users in APAC region,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,4,No,No,AGT-102
